iter	Passed	Remaining
1673	14435	71791
1674	14442	71772
1675	14451	71763
1676	14460	71757
1677	14467	71743
1678	14476	71736
1679	14489	71747
1680	14497	71738
1681	14505	71723
1682	14515	71725
1683	14523	71709
1684	14531	71700
1685	14540	71691
1686	14549	71688
1687	14557	71675
1688	14564	71658
1689	14573	71653
1690	14583	71651
1691	14591	71639
1692	14600	71630
1693	14608	71621
1694	14617	71611
1695	14624	71598
1696	14637	71607
1697	14645	71595
1698	14655	71597
1699	14663	71584
1700	14671	71571
1701	14680	71564
1702	14688	71553
1703	14696	71542
1704	14707	71543
1705	14717	71542
1706	14725	71532
1707	14735	71527
1708	14749	71549
1709	14756	71527
1710	14763	71513
1711	14770	71498
1712	14777	71480
1713	14789	71488
1714	14797	71475
1715	14805	71464
1716	14814	71455
1717	14820	71435
1718	14830	71436
1719	14840	71433
1720	14847	71415
1721	14855	71403
1722	14862	71388
1723	14872	71387
1724	14880	71375
1725	14889	71367
1726	14898	71359
1727	14905	71346
1728	14917	71354
1729	14925	71340
1730	14933	71328
1731	14943	71327
1732	14954	71327
1733	14961	71314
1734	14970	71304
1735	14978	71295
1736	14987	71289
1737	14995	71275
1738	15005	71272
1739	15016	71275
1740	15023	71261
1741	15032	71251
1742	15040	71241
1743	15048	71231
1744	15057	71221
1745	15065	71209
1746	15073	71202
1747	15082	71195
1748	15090	71181
1749	15098	71170
1750	15107	71161
1751	15114	71148
1752	15123	71139
1753	15131	71128
1754	15138	71113
1755	15147	71103
1756	15155	71095
1757	15164	71088
1758	15174	71082
1759	15183	71076
1760	15190	71063
1761	15198	71051
1762	15207	71043
1763	15215	71032
1764	15223	71018
1765	15231	71007
1766	15240	71001
1767	15248	70989
1768	15257	70983
1769	15264	70967
1770	15272	70955
1771	15283	70959
1772	15289	70938
1773	15295	70918
1774	15304	70908
1775	15311	70895
1776	15319	70881
1777	15327	70868
1778	15335	70860
1779	15346	70859
1780	15354	70849
1781	15362	70838
1782	15370	70826
1783	15378	70814
1784	15384	70795
1785	15393	70788
1786	15400	70771
1787	15409	70762
1788	15416	70750
1789	15425	70740
1790	15432	70725
1791	15442	70724
1792	15449	70707
1793	15457	70695
1794	15466	70688
1795	15474	70678
1796	15482	70665
1797	15491	70657
1798	15499	70648
1799	15507	70636
1800	15514	70619
1801	15522	70610
1802	15538	70632
1803	15546	70620
1804	15553	70607
1805	15561	70594
1806	15570	70588
1807	15578	70577
1808	15585	70560
1809	15593	70548
1810	15601	70539
1811	15609	70527
1812	15627	70561
1813	15635	70550
1814	15645	70544
1815	15652	70531
1816	15659	70516
1817	15665	70492
1818	15673	70481
1819	15685	70490
1820	15693	70477
1821	15705	70486
1822	15713	70475
1823	15722	70468
1824	15730	70456
1825	15736	70436
1826	15744	70425
1827	15752	70410
1828	15760	70400
1829	15769	70393
1830	15776	70378
1831	15785	70369
1832	15791	70350
1833	15799	70339
1834	15809	70335
1835	15817	70327
1836	15825	70314
1837	15832	70297
1838	15840	70286
1839	15848	70274
1840	15856	70264
1841	15864	70253
1842	15878	70268
1843	15885	70252
1844	15892	70239
1845	15905	70246
1846	15911	70226
1847	15918	70209
1848	15923	70189
1849	15930	70173
1850	15938	70160
1851	15950	70168
1852	15958	70157
1853	15966	70142
1854	15974	70131
1855	15984	70129
1856	15992	70120
1857	16000	70108
1858	16006	70089
1859	16016	70086
1860	16025	70076
1861	16032	70063
1862	16041	70054
1863	16047	70035
1864	16054	70018
1865	16062	70008
1866	16072	70008
1867	16081	70000
1868	16089	69989
1869	16095	69969
1870	16103	69958
1871	16112	69951
1872	16121	69941
1873	16129	69932
1874	16138	69923
1875	16146	69913
1876	16154	69902
1877	16161	69888
1878	16170	69880
1879	16178	69869
1880	16187	69861
1881	16195	69849
1882	16204	69842
1883	16211	69827
1884	16220	69821
1885	16227	69803
1886	16233	69787
1887	16240	69771
1888	16251	69772
1889	16260	69763
1890	16266	69745
1891	16275	69737
1892	16282	69723
1893	16293	69723
1894	16303	69720
1895	16313	69721
1896	16320	69704
1897	16329	69698
1898	16337	69686
1899	16344	69670
1900	16353	69662
1901	16367	69677
1902	16376	69669
1903	16385	69665
1904	16393	69653
1905	16401	69643
1906	16408	69626
1907	16415	69612
1908	16423	69601
1909	16432	69591
1910	16441	69586
1911	16448	69569
1912	16458	69568
1913	16466	69554
1914	16473	69542
1915	16482	69535
1916	16490	69524
1917	16499	69518
1918	16510	69516
1919	16518	69506
1920	16528	69502
1921	16536	69492
1922	16544	69482
1923	16555	69481
1924	16563	69472
1925	16572	69463
1926	16580	69455
1927	16592	69458
1928	16600	69450
1929	16611	69450
1930	16621	69446
1931	16628	69430
1932	16635	69416
1933	16643	69404
1934	16653	69401
1935	16662	69394
1936	16668	69376
1937	16677	69369
1938	16685	69357
1939	16693	69345
1940	16701	69336
1941	16709	69326
1942	16719	69319
1943	16729	69317
1944	16736	69305
1945	16745	69298
1946	16755	69294
1947	16764	69286
1948	16772	69275
1949	16780	69264
1950	16788	69253
1951	16795	69239
1952	16803	69229
1953	16812	69220
1954	16820	69208
1955	16828	69197
1956	16836	69185
1957	16842	69165
1958	16850	69158
1959	16863	69167
1960	16873	69164
1961	16882	69156
1962	16890	69145
1963	16898	69132
1964	16906	69121
1965	16916	69120
1966	16926	69116
1967	16934	69104
1968	16942	69095
1969	16951	69087
1970	16959	69076
1971	16969	69074
1972	16986	69098
1973	16999	69107
1974	17007	69099
1975	17018	69098
1976	17031	69108
1977	17043	69114
1978	17052	69104
1979	17062	69104
1980	17078	69122
1981	17088	69121
1982	17098	69118
1983	17110	69125
1984	17118	69112
1985	17127	69105
1986	17138	69104
1987	17147	69099
1988	17157	69095
1989	17169	69100
1990	17176	69086
1991	17193	69109
1992	17199	69092
1993	17210	69091
1994	17221	69094
1995	17231	69088
1996	17242	69090
1997	17248	69072
1998	17257	69063
1999	17265	69054
2000	17273	69043
2001	17282	69036
2002	17294	69038
2003	17303	69034
2004	17311	69020
2005	17321	69017
2006	17329	69007
2007	17338	68998
2008	17346	68988
2009	17356	68983
2010	17363	68971
2011	17370	68957
2012	17378	68943
2013	17385	68930
2014	17393	68918
2015	17401	68906
2016	17408	68890
2017	17416	68880
2018	17425	68874
2019	17433	68860
2020	17441	68851
2021	17448	68836
2022	17457	68827
2023	17464	68814
2024	17472	68803
2025	17481	68797
2026	17489	68785
2027	17498	68777
2028	17504	68759
2029	17513	68750
2030	17519	68732
2031	17527	68720
2032	17535	68708
2033	17543	68697
2034	17550	68682
2035	17558	68672
2036	17566	68662
2037	17573	68647
2038	17580	68630
2039	17587	68616
2040	17595	68607
2041	17607	68609
2042	17615	68599
2043	17623	68589
2044	17631	68579
2045	17640	68570
2046	17648	68557
2047	17655	68542
2048	17664	68538
2049	17671	68522
2050	17681	68518
2051	17689	68506
2052	17696	68494
2053	17705	68484
2054	17713	68476
2055	17720	68461
2056	17728	68449
2057	17736	68439
2058	17744	68425
2059	17753	68418
2060	17764	68421
2061	17772	68411
2062	17779	68396
2063	17789	68389
2064	17798	68383
2065	17804	68364
2066	17812	68354
2067	17821	68347
2068	17830	68340
2069	17838	68330
2070	17847	68322
2071	17857	68320
2072	17866	68311
2073	17874	68301
2074	17882	68290
2075	17891	68282
2076	17900	68273
2077	17909	68267
2078	17916	68254
2079	17927	68254
2080	17939	68256
2081	17947	68248
2082	17956	68239
2083	17964	68229
2084	17971	68215
2085	17977	68195
2086	17988	68196
2087	17995	68182
2088	18003	68169
2089	18011	68159
2090	18019	68149
2091	18027	68138
2092	18034	68121
2093	18043	68113
2094	18049	68096
2095	18057	68084
2096	18065	68074
2097	18072	68061
2098	18080	68048
2099	18086	68031
2100	18096	68025
2101	18102	68010
2102	18110	67997
2103	18116	67981
2104	18124	67968
2105	18132	67959
2106	18141	67951
2107	18152	67951
2108	18167	67965
2109	18175	67955
2110	18182	67940
2111	18188	67923
2112	18196	67911
2113	18207	67912
2114	18215	67901
2115	18222	67887
2116	18230	67874
2117	18242	67878
2118	18251	67871
2119	18258	67856
2120	18265	67844
2121	18274	67836
2122	18285	67835
2123	18292	67821
2124	18299	67808
2125	18309	67802
2126	18318	67794
2127	18328	67791
2128	18336	67781
2129	18343	67769
2130	18352	67759
2131	18360	67750
2132	18371	67750
2133	18379	67737
2134	18388	67730
2135	18393	67708
2136	18432	67814
2137	18444	67816
2138	18484	67924
2139	18520	68013
2140	18528	68004
2141	18563	68093
2142	18571	68080
2143	18580	68072
2144	18589	68064
2145	18620	68139
2146	18629	68132
2147	18638	68123
2148	18646	68113
2149	18659	68118
2150	18667	68110
2151	18692	68158
2152	18700	68148
2153	18708	68137
2154	18722	68148
2155	18732	68144
2156	18742	68140
2157	18749	68125
2158	18765	68141
2159	18773	68133
2160	18783	68127
2161	18790	68113
2162	18799	68105
2163	18819	68139
2164	18831	68139
2165	18850	68170
2166	18857	68155
2167	18878	68189
2168	18884	68172
2169	18891	68159
2170	18900	68150
2171	18908	68139
2172	18920	68142
2173	18929	68133
2174	18944	68147
2175	18962	68171
2176	18970	68159
2177	18981	68160
2178	18990	68154
2179	19000	68147
2180	19008	68139
2181	19021	68144
2182	19029	68132
2183	19038	68124
2184	19045	68111
2185	19057	68112
2186	19064	68097
2187	19070	68081
2188	19077	68063
2189	19085	68054
2190	19096	68054
2191	19112	68070
2192	19119	68056
2193	19129	68052
2194	19137	68039
2195	19146	68031
2196	19154	68022
2197	19163	68015
2198	19174	68011
2199	19181	67999
2200	19190	67989
2201	19197	67976
2202	19205	67966
2203	19215	67959
2204	19236	67996
2205	19245	67986
2206	19253	67977
2207	19261	67964
2208	19268	67950
2209	19276	67940
2210	19283	67922
2211	19298	67936
2212	19306	67926
2213	19315	67917
2214	19323	67907
2215	19332	67898
2216	19339	67885
2217	19346	67870
2218	19353	67856
2219	19362	67846
2220	19368	67828
2221	19379	67829
2222	19386	67814
2223	19394	67802
2224	19402	67792
2225	19410	67779
2226	19420	67777
2227	19430	67771
2228	19449	67796
2229	19457	67786
2230	19466	67778
2231	19473	67765
2232	19481	67753
2233	19489	67742
2234	19494	67720
2235	19502	67709
2236	19510	67699
2237	19518	67686
2238	19526	67676
2239	19534	67662
2240	19546	67668
2241	19559	67672
2242	19565	67655
2243	19572	67640
2244	19581	67631
2245	19589	67621
2246	19596	67607
2247	19604	67596
2248	19617	67602
2249	19625	67589
2250	19643	67613
2251	19665	67650
2252	19690	67698
2253	19700	67694
2254	19713	67697
2255	19719	67682
2256	19727	67669
2257	19739	67670
2258	19748	67664
2259	19759	67663
2260	19768	67654
2261	19776	67643
2262	19781	67623
2263	19790	67614
2264	19795	67594
2265	19805	67588
2266	19812	67574
2267	19818	67554
2268	19824	67539
2269	19833	67529
2270	19841	67519
2271	19854	67523
2272	19897	67631
2273	19920	67670
2274	19933	67678
2275	19942	67668
2276	19949	67655
2277	19960	67652
2278	19968	67643
2279	19974	67625
2280	19982	67612
2281	19991	67605
2282	19998	67589
2283	20006	67578
2284	20014	67567
2285	20022	67557
2286	20030	67544
2287	20038	67534
2288	20046	67522
2289	20062	67537
2290	20070	67527
2291	20079	67518
2292	20087	67505
2293	20095	67497
2294	20104	67486
2295	20112	67476
2296	20121	67467
2297	20131	67463
2298	20140	67455
2299	20148	67445
2300	20156	67433
2301	20164	67422
2302	20171	67408
2303	20181	67402
2304	20190	67394
2305	20202	67396
2306	20215	67401
2307	20234	67428
2308	20250	67442
2309	20264	67450
2310	20275	67450
2311	20283	67440
2312	20293	67434
2313	20304	67434
2314	20314	67427
2315	20321	67413
2316	20327	67397
2317	20336	67386
2318	20345	67381
2319	20354	67370
2320	20362	67361
2321	20370	67348
2322	20378	67336
2323	20384	67320
2324	20391	67306
2325	20414	67343
2326	20423	67334
2327	20433	67329
2328	20440	67316
2329	20449	67306
2330	20456	67294
2331	20464	67283
2332	20477	67287
2333	20489	67290
2334	20500	67286
2335	20512	67289
2336	20522	67284
2337	20530	67273
2338	20537	67258
2339	20550	67263
2340	20559	67254
2341	20566	67242
2342	20575	67231
2343	20584	67225
2344	20591	67209
2345	20599	67198
2346	20607	67187
2347	20615	67176
2348	20623	67165
2349	20631	67153
2350	20640	67143
2351	20648	67135
2352	20658	67128
2353	20665	67113
2354	20678	67120
2355	20687	67111
2356	20695	67100
2357	20701	67081
2358	20708	67068
2359	20716	67058
2360	20725	67049
2361	20733	67038
2362	20741	67026
2363	20751	67019
2364	20759	67009
2365	20766	66993
2366	20774	66984
2367	20785	66981
2368	20793	66971
2369	20802	66964
2370	20811	66953
2371	20819	66944
2372	20829	66939
2373	20840	66936
2374	20850	66933
2375	20859	66923
2376	20867	66914
2377	20876	66904
2378	20883	66889
2379	20888	66870
2380	20899	66868
2381	20908	66858
2382	20913	66839
2383	20922	66831
2384	20929	66815
2385	20937	66804
2386	20945	66793
2387	20953	66783
2388	20961	66772
2389	20968	66757
2390	20979	66756
2391	20990	66753
2392	20999	66744
2393	21007	66735
2394	21016	66726
2395	21025	66718
2396	21034	66708
2397	21043	66702
2398	21050	66686
2399	21059	66680
2400	21069	66675
2401	21079	66668
2402	21086	66654
2403	21094	66643
2404	21103	66635
2405	21109	66618
2406	21117	66608
2407	21125	66594
2408	21134	66589
2409	21143	66578
2410	21150	66566
2411	21158	66555
2412	21166	66544
2413	21176	66537
2414	21184	66525
2415	21190	66509
2416	21199	66500
2417	21207	66489
2418	21213	66473
2419	21224	66471
2420	21234	66467
2421	21242	66456
2422	21251	66445
2423	21258	66431
2424	21265	66417
2425	21272	66405
2426	21281	66395
2427	21288	66381
2428	21297	66372
2429	21304	66359
2430	21312	66348
2431	21318	66331
2432	21324	66314
2433	21371	66425
2434	21382	66420
2435	21393	66418
2436	21404	66417
2437	21419	66429
2438	21437	66448
2439	21450	66452
2440	21464	66459
2441	21477	66465
2442	21490	66469
2443	21504	66476
2444	21514	66471
2445	21548	66540
2446	21570	66573
2447	21589	66594
2448	21615	66638
2449	21640	66679
2450	21682	66772
2451	21702	66797
2452	21719	66815
2453	21729	66808
2454	21742	66812
2455	21763	66842
2456	21776	66843
2457	21786	66840
2458	21821	66909
2459	21846	66950
2460	21870	66989
2461	21890	67014
2462	21900	67008
2463	21910	67003
2464	21920	66998
2465	21935	67008
2466	21945	67001
2467	21954	66993
2468	21964	66987
2469	21973	66978
2470	21982	66970
2471	21991	66960
2472	22003	66963
2473	22016	66965
2474	22026	66960
2475	22035	66950
2476	22048	66956
2477	22058	66951
2478	22066	66938
2479	22073	66923
2480	22082	66915
2481	22093	66912
2482	22110	66927
2483	22123	66932
2484	22132	66921
2485	22144	66922
2486	22151	66909
2487	22158	66893
2488	22165	66878
2489	22176	66876
2490	22188	66875
2491	22196	66865
2492	22203	66851
2493	22212	66841
2494	22220	66831
2495	22229	66823
2496	22236	66806
2497	22243	66794
2498	22252	66782
2499	22259	66768
2500	22270	66765
2501	22277	66753
2502	22285	66740
2503	22309	66776
2504	22362	66899
2505	22368	66883
2506	22397	66932
2507	22427	66988
2508	22478	67104
2509	22492	67109
2510	22520	67159
2511	22533	67160
2512	22542	67153
2513	22561	67171
2514	22568	67157
2515	22575	67142
2516	22584	67134
2517	22605	67160
2518	22614	67151
2519	22621	67138
2520	22630	67127
2521	22637	67113
2522	22644	67099
2523	22653	67089
2524	22669	67102
2525	22680	67097
2526	22705	67136
2527	22712	67121
2528	22733	67149
2529	22742	67138
2530	22749	67126
2531	22759	67117
2532	22767	67106
2533	22773	67090
2534	22780	67075
2535	22799	67093
2536	22807	67084
2537	22828	67108
2538	22849	67134
2539	22858	67126
2540	22866	67114
2541	22872	67097
2542	22881	67088
2543	22889	67075
2544	22897	67063
2545	22905	67053
2546	22911	67035
2547	22919	67023
2548	22928	67012
2549	22937	67004
2550	22945	66993
2551	22954	66982
2552	22962	66972
2553	22970	66958
2554	22978	66948
2555	22988	66940
2556	22996	66929
2557	23005	66921
2558	23012	66907
2559	23022	66899
2560	23028	66883
2561	23037	66873
2562	23043	66855
2563	23050	66842
2564	23057	66825
2565	23064	66812
2566	23072	66798
2567	23079	66785
2568	23087	66773
2569	23093	66756
2570	23102	66746
2571	23112	66739
2572	23120	66727
2573	23127	66713
2574	23136	66703
2575	23144	66694
2576	23151	66678
2577	23159	66667
2578	23168	66656
2579	23177	66650
2580	23186	66640
2581	23193	66626
2582	23203	66618
2583	23212	66609
2584	23219	66595
2585	23237	66610
2586	23254	66626
2587	23267	66627
2588	23275	66617
2589	23309	66680
2590	23316	66665
2591	23337	66689
2592	23355	66706
2593	23368	66708
2594	23380	66707
2595	23389	66700
2596	23398	66690
2597	23411	66694
2598	23420	66683
2599	23428	66672
2600	23439	66669
2601	23450	66664
2602	23457	66650
2603	23470	66652
2604	23477	66637
2605	23486	66628
2606	23493	66614
2607	23501	66603
2608	23517	66613
2609	23526	66605
2610	23541	66613
2611	23552	66607
2612	23569	66621
2613	23580	66618
2614	23587	66604
2615	23593	66587
2616	23603	66579
2617	23617	66586
2618	23629	66584
2619	23644	66592
2620	23653	66584
2621	23673	66604
2622	23685	66605
2623	23694	66594
2624	23705	66592
2625	23715	66586
2626	23734	66604
2627	23741	66589
2628	23751	66582
2629	23761	66577
2630	23773	66577
2631	23794	66599
2632	23805	66596
2633	23812	66583
2634	23822	66577
2635	23834	66576
2636	23844	66568
2637	23853	66560
2638	23863	66554
2639	23878	66561
2640	23888	66553
2641	23897	66545
2642	23909	66543
2643	23924	66552
2644	23936	66551
2645	23945	66543
2646	23955	66535
2647	23964	66527
2648	23976	66525
2649	23986	66518
2650	23993	66504
2651	24002	66494
2652	24011	66485
2653	24030	66505
2654	24043	66506
2655	24058	66514
2656	24072	66520
2657	24087	66524
2658	24095	66512
2659	24109	66518
2660	24122	66519
2661	24131	66511
2662	24141	66503
2663	24155	66510
2664	24181	66545
2665	24198	66560
2666	24207	66551
2667	24220	66552
2668	24233	66552
2669	24241	66540
2670	24251	66535
2671	24260	66525
2672	24269	66515
2673	24276	66502
2674	24287	66497
2675	24297	66489
2676	24305	66478
2677	24314	66469
2678	24322	66457
2679	24331	66447
2680	24341	66442
2681	24351	66434
2682	24358	66421
2683	24366	66407
2684	24373	66394
2685	24382	66385
2686	24391	66375
2687	24400	66365
2688	24408	66353
2689	24422	66357
2690	24430	66346
2691	24439	66337
2692	24446	66323
2693	24455	66312
2694	24464	66303
2695	24472	66292
2696	24480	66278
2697	24489	66271
2698	24496	66255
2699	24504	66243
2700	24517	66245
2701	24524	66230
2702	24531	66217
2703	24540	66207
2704	24550	66200
2705	24557	66184
2706	24567	66177
2707	24576	66170
2708	24585	66160
2709	24598	66162
2710	24606	66150
2711	24614	66136
2712	24621	66123
2713	24630	66114
2714	24636	66097
2715	24646	66090
2716	24655	66081
2717	24663	66067
2718	24672	66059
2719	24679	66046
2720	24687	66032
2721	24696	66024
2722	24704	66011
2723	24713	66001
2724	24721	65991
2725	24728	65977
2726	24739	65971
2727	24748	65963
2728	24756	65951
2729	24766	65944
2730	24774	65932
2731	24792	65946
2732	24808	65957
2733	24823	65963
2734	24834	65958
2735	24841	65943
2736	24851	65936
2737	24859	65925
2738	24869	65918
2739	24875	65901
2740	24883	65890
2741	24891	65878
2742	24899	65866
2743	24909	65860
2744	24918	65849
2745	24926	65838
2746	24935	65829
2747	24946	65824
2748	24953	65810
2749	24961	65799
2750	24969	65785
2751	24980	65781
2752	24987	65768
2753	24994	65754
2754	25003	65743
2755	25014	65741
2756	25024	65732
2757	25032	65720
2758	25044	65719
2759	25052	65708
2760	25064	65708
2761	25073	65697
2762	25081	65686
2763	25090	65676
2764	25095	65657
2765	25103	65644
2766	25114	65641
2767	25120	65623
2768	25127	65608
2769	25134	65594
2770	25144	65587
2771	25152	65576
2772	25160	65564
2773	25168	65552
2774	25174	65535
2775	25181	65521
2776	25190	65510
2777	25197	65496
2778	25204	65481
2779	25210	65465
2780	25218	65455
2781	25229	65448
2782	25250	65472
2783	25257	65457
2784	25264	65442
2785	25273	65433
2786	25281	65421
2787	25289	65408
2788	25296	65396
2789	25310	65398
2790	25319	65390
2791	25327	65378
2792	25336	65368
2793	25342	65352
2794	25353	65347
2795	25361	65336
2796	25370	65325
2797	25376	65309
2798	25384	65298
2799	25393	65288
2800	25403	65280
2801	25411	65269
2802	25419	65257
2803	25427	65246
2804	25437	65240
2805	25445	65227
2806	25455	65220
2807	25462	65207
2808	25471	65196
2809	25481	65190
2810	25490	65181
2811	25500	65173
2812	25508	65162
2813	25517	65154
2814	25527	65147
2815	25536	65136
2816	25546	65130
2817	25554	65119
2818	25563	65109
2819	25571	65099
2820	25580	65089
2821	25585	65070
2822	25594	65061
2823	25602	65049
2824	25611	65038
2825	25618	65026
2826	25627	65015
2827	25635	65004
2828	25643	64991
2829	25649	64974
2830	25658	64967
2831	25667	64956
2832	25675	64945
2833	25686	64941
2834	25695	64932
2835	25707	64929
2836	25714	64917
2837	25721	64901
2838	25727	64885
2839	25736	64874
2840	25743	64862
2841	25751	64848
2842	25759	64838
2843	25772	64839
2844	25786	64841
2845	25794	64830
2846	25806	64829
2847	25817	64824
2848	25858	64894
2849	25867	64887
2850	25875	64874
2851	25893	64887
2852	25901	64876
2853	25911	64869
2854	25917	64853
2855	25925	64841
2856	25933	64830
2857	25942	64819
2858	25950	64807
2859	25959	64799
2860	25966	64785
2861	25974	64772
2862	25981	64759
2863	25990	64750
2864	25998	64738
2865	26004	64721
2866	26011	64706
2867	26022	64702
2868	26030	64690
2869	26038	64680
2870	26046	64666
2871	26056	64659
2872	26067	64655
2873	26076	64647
2874	26086	64638
2875	26094	64628
2876	26103	64617
2877	26110	64605
2878	26119	64595
2879	26127	64583
2880	26135	64572
2881	26141	64556
2882	26149	64543
2883	26156	64530
2884	26164	64518
2885	26175	64513
2886	26187	64510
2887	26194	64498
2888	26203	64487
2889	26211	64476
2890	26219	64464
2891	26227	64453
2892	26235	64440
2893	26245	64435
2894	26254	64426
2895	26263	64416
2896	26274	64410
2897	26282	64400
2898	26291	64391
2899	26299	64380
2900	26307	64368
2901	26315	64355
2902	26322	64342
2903	26329	64328
2904	26335	64311
2905	26346	64306
2906	26354	64294
2907	26360	64278
2908	26368	64268
2909	26377	64258
2910	26386	64247
2911	26395	64239
2912	26403	64227
2913	26410	64214
2914	26419	64205
2915	26428	64195
2916	26435	64181
2917	26442	64167
2918	26448	64149
2919	26456	64139
2920	26466	64131
2921	26475	64122
2922	26485	64115
2923	26494	64105
2924	26504	64101
2925	26514	64093
2926	26522	64081
2927	26530	64069
2928	26540	64062
2929	26548	64052
2930	26555	64037
2931	26574	64053
2932	26582	64041
2933	26591	64031
2934	26599	64019
2935	26607	64008
2936	26616	63998
2937	26623	63984
2938	26634	63980
2939	26644	63973
2940	26652	63962
2941	26660	63951
2942	26666	63935
2943	26673	63921
2944	26681	63908
2945	26689	63897
2946	26707	63910
2947	26724	63920
2948	26744	63937
2949	26757	63937
2950	26766	63927
2951	26777	63923
2952	26787	63916
2953	26797	63910
2954	26809	63908
2955	26820	63901
2956	26832	63900
2957	26842	63894
2958	26849	63881
2959	26863	63882
2960	26873	63876
2961	26881	63863
2962	26893	63861
2963	26903	63854
2964	26914	63849
2965	26925	63844
2966	26935	63838
2967	26954	63854
2968	26970	63861
2969	26979	63850
2970	26989	63843
2971	26998	63835
2972	27007	63825
2973	27017	63819
2974	27025	63806
2975	27035	63800
2976	27042	63786
2977	27050	63775
2978	27058	63764
2979	27067	63754
2980	27074	63740
2981	27081	63727
2982	27090	63716
2983	27099	63706
2984	27107	63696
2985	27114	63682
2986	27122	63670
2987	27130	63659
2988	27139	63650
2989	27147	63637
2990	27158	63632
2991	27165	63618
2992	27172	63605
2993	27180	63593
2994	27188	63580
2995	27194	63566
2996	27203	63555
2997	27212	63546
2998	27218	63531
2999	27226	63520
3000	27235	63510
3001	27242	63497
3002	27250	63485
3003	27259	63474
3004	27271	63473
3005	27281	63465
3006	27288	63451
3007	27300	63450
3008	27317	63458
3009	27328	63453
3010	27337	63445
3011	27346	63436
3012	27353	63422
3013	27361	63411
3014	27376	63416
3015	27385	63405
3016	27391	63390
3017	27400	63379
3018	27407	63367
3019	27413	63350
3020	27426	63350
3021	27437	63347
3022	27446	63335
3023	27454	63326
3024	27462	63314
3025	27470	63301
