iter	MAE
573	321.4120796
574	321.3596733
575	321.3278533
576	321.2910269
577	321.2542979
578	321.2211298
579	321.1849127
580	321.1444219
581	321.113378
582	321.0850148
583	321.0515626
584	321.0101491
585	320.9827833
586	320.9472202
587	320.9144493
588	320.8889762
589	320.861336
590	320.8286784
591	320.7947043
592	320.7657382
593	320.7353583
594	320.7043001
595	320.6714918
596	320.6358077
597	320.6040658
598	320.5695107
599	320.5370199
600	320.5075022
601	320.4774531
602	320.4480934
603	320.4173837
604	320.3871545
605	320.3584031
606	320.3236945
607	320.2938463
608	320.2637076
609	320.2395696
610	320.2102731
611	320.1805244
612	320.1511838
613	320.1182191
614	320.0819639
615	320.0496438
616	320.0135288
617	319.9882517
618	319.9606386
619	319.9296634
620	319.8915703
621	319.8644417
622	319.8311069
623	319.8025894
624	319.7742055
625	319.7435606
626	319.7164028
627	319.6959163
628	319.6515797
629	319.618404
630	319.5891263
631	319.5617341
632	319.5299627
633	319.5041921
634	319.4769019
635	319.4420276
636	319.4183211
637	319.3964988
638	319.3653973
639	319.3289586
640	319.3072331
641	319.2847993
642	319.2527028
643	319.2312169
644	319.1966615
645	319.1739798
646	319.1460058
647	319.1222812
648	319.0955583
649	319.06676
650	319.0240149
651	318.989628
652	318.9556515
653	318.9303271
654	318.9081649
655	318.8842281
656	318.8514183
657	318.8183842
658	318.7937319
659	318.776185
660	318.7473703
661	318.7186184
662	318.687483
663	318.6647655
664	318.6403
665	318.6202929
666	318.5921979
667	318.5635375
668	318.5307644
669	318.495001
670	318.4702318
671	318.4497274
672	318.4323171
673	318.4094941
674	318.3838004
675	318.3611586
676	318.3334186
677	318.3120616
678	318.2930818
679	318.2691047
680	318.2519939
681	318.2327589
682	318.2187136
683	318.1960158
684	318.1742574
685	318.1539526
686	318.1288931
687	318.1067877
688	318.0828331
689	318.0523233
690	318.0285985
691	317.9961043
692	317.9711068
693	317.9571284
694	317.9240508
695	317.9103526
696	317.8933385
697	317.8698799
698	317.8451093
699	317.8231608
700	317.8062308
701	317.7921477
702	317.7796435
703	317.7433461
704	317.7234848
705	317.7136432
706	317.6960678
707	317.6760208
708	317.6549681
709	317.6420572
710	317.6274782
711	317.6074897
712	317.5938682
713	317.5735997
714	317.5552021
715	317.5359754
716	317.5056651
717	317.4851665
718	317.4675858
719	317.4469998
720	317.4235331
721	317.4029902
722	317.3726261
723	317.3500539
724	317.3289541
725	317.3136408
726	317.293683
727	317.2794467
728	317.2628684
729	317.2500252
730	317.2388648
731	317.2235851
732	317.199659
733	317.183264
734	317.1714673
735	317.1472438
736	317.1192795
737	317.1023304
738	317.0827282
739	317.0624085
740	317.0377004
741	317.0261667
742	317.0136688
743	316.9863047
744	316.9621587
745	316.9418039
746	316.9217758
747	316.9043221
748	316.8833123
749	316.8674699
750	316.8505571
751	316.8168022
752	316.7977166
753	316.7785597
754	316.7548524
755	316.7327225
756	316.717881
757	316.6938393
758	316.6787207
759	316.6580128
760	316.6345373
761	316.6145321
762	316.5978565
763	316.57994
764	316.5652157
765	316.5535968
766	316.5277747
767	316.5100842
768	316.4953302
769	316.4670609
770	316.4545528
771	316.4392133
772	316.4220401
773	316.4052528
774	316.3864588
775	316.3674693
776	316.3490371
777	316.3273253
778	316.3084502
779	316.2841881
780	316.267471
781	316.240232
782	316.2144658
783	316.1985195
784	316.1827054
785	316.1696369
786	316.1503152
787	316.1278808
788	316.1014966
789	316.0858874
790	316.0592642
791	316.0439177
792	316.0260839
793	316.0074561
794	315.989327
795	315.9749203
796	315.957062
797	315.9354926
798	315.9185507
799	315.88887
800	315.8703123
801	315.8513518
802	315.8288537
803	315.8150326
804	315.7961943
805	315.7853125
806	315.7726976
807	315.7536135
808	315.7355056
809	315.7184865
810	315.693761
811	315.6752538
812	315.6568586
813	315.6336493
814	315.6230842
815	315.6051834
816	315.5947339
817	315.5804004
818	315.5632852
819	315.5405798
820	315.5170871
821	315.5000039
822	315.4697522
823	315.4503353
824	315.4323547
825	315.4057589
826	315.3892922
827	315.3669687
828	315.355608
829	315.3414571
830	315.3282488
831	315.3079548
832	315.2844321
833	315.2682265
834	315.2531771
835	315.2392366
836	315.2313511
837	315.2126939
838	315.1976519
839	315.1878166
840	315.174756
841	315.1578866
842	315.1380554
843	315.1148699
844	315.0994475
845	315.0815352
846	315.0688243
847	315.045382
848	315.0249044
849	315.0067058
850	314.99472
851	314.9713043
852	314.960358
853	314.9410197
854	314.9193853
855	314.9057465
856	314.8863321
857	314.8724407
858	314.852653
859	314.8247594
860	314.8042281
861	314.7934309
862	314.7815509
863	314.7581392
864	314.7387882
865	314.7202754
866	314.6975008
867	314.6860888
868	314.6678025
869	314.6513241
870	314.6365733
871	314.6227807
872	314.610146
873	314.5957837
874	314.578091
875	314.5686233
876	314.5511077
877	314.5355359
878	314.5234015
879	314.5100793
880	314.493067
881	314.4712118
882	314.4500597
883	314.4320292
884	314.419474
885	314.4022491
886	314.3860264
887	314.3747491
888	314.3578467
889	314.3474622
890	314.3207419
891	314.3055034
892	314.2907537
893	314.2795804
894	314.2671033
895	314.2483495
896	314.2322998
897	314.2092943
898	314.1883352
899	314.1745446
900	314.1609419
901	314.1493375
902	314.1288891
903	314.1056205
904	314.0965677
905	314.0832849
906	314.0708794
907	314.0520853
908	314.0312601
909	314.0193395
910	314.0076789
911	313.9929332
912	313.9821768
913	313.9731712
914	313.9619736
915	313.9437757
916	313.91944
917	313.9043958
918	313.8880527
919	313.8720958
920	313.8625065
921	313.8505063
922	313.835804
923	313.818617
924	313.8000145
925	313.7894354
926	313.7760149
927	313.7612959
928	313.7478627
929	313.7237776
930	313.7104166
931	313.6961401
932	313.669211
933	313.6522248
934	313.6332474
935	313.6166051
936	313.6027061
937	313.5814672
938	313.5657776
939	313.5511838
940	313.5380909
941	313.520471
942	313.5030455
943	313.4914032
944	313.472526
945	313.4544778
946	313.4419332
947	313.4213973
948	313.3989894
949	313.3811425
950	313.3656484
951	313.3541486
952	313.333278
953	313.302766
954	313.2902083
955	313.273704
956	313.2622077
957	313.2416779
958	313.227195
959	313.2161759
960	313.201835
961	313.1877155
962	313.1702248
963	313.1598318
964	313.1464253
965	313.1265881
966	313.1066688
967	313.092108
968	313.0749484
969	313.0616849
970	313.035686
971	313.0063737
972	312.9900054
973	312.9731509
974	312.9578083
975	312.9523936
976	312.928313
977	312.9148921
978	312.904234
979	312.891028
980	312.8796
981	312.8693913
982	312.8578971
983	312.8431895
984	312.8247764
985	312.8180571
986	312.8078409
987	312.7881471
988	312.7676937
989	312.7437204
990	312.7310708
991	312.7177458
992	312.6973926
993	312.6828224
994	312.6689051
995	312.6524895
996	312.6363713
997	312.6230009
998	312.5960515
999	312.5879288
1000	312.576664
1001	312.5572383
1002	312.5447843
1003	312.5208148
1004	312.4994955
1005	312.4837507
1006	312.4662167
1007	312.4501718
1008	312.4360266
1009	312.4158767
1010	312.3978119
1011	312.3808973
1012	312.367968
1013	312.3560698
1014	312.342735
1015	312.3287597
1016	312.3180914
1017	312.3056589
1018	312.2958528
1019	312.2820209
1020	312.2608746
1021	312.2379866
1022	312.2197703
1023	312.2028592
1024	312.1903977
1025	312.1743741
1026	312.1574115
1027	312.1480987
1028	312.1331748
1029	312.1133012
1030	312.1045959
1031	312.0928708
1032	312.0832762
1033	312.0750228
1034	312.0620161
1035	312.0365784
1036	312.0205107
1037	312.0109624
1038	311.9974601
1039	311.9794749
1040	311.9635163
1041	311.9515005
1042	311.9377902
1043	311.9206465
1044	311.9101456
1045	311.8979792
1046	311.8824798
1047	311.8705656
1048	311.8562277
1049	311.8447752
1050	311.8368297
1051	311.8160129
1052	311.8018142
1053	311.7844427
1054	311.7635092
1055	311.7464143
1056	311.7352806
1057	311.7130597
1058	311.6903239
1059	311.6814342
1060	311.6674683
1061	311.6593631
1062	311.6444092
1063	311.6256739
1064	311.6030524
1065	311.5836749
1066	311.5667913
1067	311.5438581
1068	311.5268019
1069	311.5112378
1070	311.4967662
1071	311.4862427
1072	311.4739444
1073	311.4596135
1074	311.4466336
1075	311.4313458
1076	311.4138132
1077	311.3916224
1078	311.3757018
1079	311.3680623
1080	311.3503491
1081	311.3323418
1082	311.3067259
1083	311.2950131
1084	311.282399
1085	311.2635992
1086	311.2570886
1087	311.2438373
1088	311.2291082
1089	311.2144397
1090	311.2008077
1091	311.1806126
1092	311.16609
1093	311.1529531
1094	311.1359745
1095	311.1199051
1096	311.1141735
1097	311.0939666
1098	311.0814457
1099	311.0688944
1100	311.0549137
1101	311.0330409
1102	311.0226286
1103	311.0057729
1104	310.9872617
1105	310.9725382
1106	310.9524686
1107	310.9341226
1108	310.9196033
1109	310.909685
1110	310.8866599
1111	310.871962
1112	310.8563764
1113	310.8404531
1114	310.8299641
1115	310.8107946
1116	310.7957806
1117	310.7766545
1118	310.7643995
1119	310.752097
1120	310.7330861
1121	310.7201557
1122	310.7031738
1123	310.68893
1124	310.6700147
1125	310.6582243
1126	310.6499934
1127	310.6310896
1128	310.6159646
1129	310.5986548
1130	310.5725936
1131	310.5551442
1132	310.5395045
1133	310.5179476
1134	310.5014075
1135	310.4866262
1136	310.4617201
1137	310.4443321
1138	310.4327759
1139	310.4231386
1140	310.4055232
1141	310.3943731
1142	310.3777471
1143	310.3573752
1144	310.3377936
1145	310.3243012
1146	310.3134732
1147	310.2901798
1148	310.2800931
1149	310.2666681
1150	310.2500509
1151	310.2374126
1152	310.2229686
1153	310.2110469
1154	310.2004281
1155	310.1829754
1156	310.1704647
1157	310.1599988
1158	310.1448576
1159	310.1324549
1160	310.1195965
1161	310.1085914
1162	310.0991983
1163	310.0818347
1164	310.068284
1165	310.054574
1166	310.0429611
1167	310.0327624
1168	310.0239868
1169	310.0092535
1170	309.9846911
1171	309.970209
1172	309.9500628
1173	309.9315049
1174	309.9221618
1175	309.9094741
1176	309.8932809
1177	309.8830409
1178	309.8687395
1179	309.8611498
1180	309.8445623
1181	309.8309135
1182	309.8063292
1183	309.7933825
1184	309.7747032
1185	309.7657155
1186	309.7574838
1187	309.7376086
1188	309.7200658
1189	309.7065179
1190	309.6878007
1191	309.6697335
1192	309.661817
1193	309.6444261
1194	309.6320675
1195	309.6206576
1196	309.6117115
1197	309.594778
1198	309.5842405
1199	309.5689506
1200	309.5492855
1201	309.5229187
1202	309.4995799
1203	309.4807769
1204	309.4697939
1205	309.4530573
1206	309.4375255
1207	309.4220444
1208	309.4064658
1209	309.3953182
1210	309.3811853
1211	309.3637477
1212	309.3472036
1213	309.3330965
1214	309.3200735
1215	309.2973939
1216	309.2852959
1217	309.2692296
1218	309.2527456
1219	309.2393453
1220	309.2238631
1221	309.2083017
1222	309.1945933
1223	309.1718869
1224	309.1534603
1225	309.1401035
1226	309.1167513
1227	309.0975754
1228	309.0802969
1229	309.0621912
1230	309.0457508
1231	309.0320437
1232	309.0185773
1233	309.0088608
1234	308.9923982
1235	308.9824386
1236	308.9635298
1237	308.9557038
1238	308.9463306
1239	308.9310449
1240	308.9235166
1241	308.9101895
1242	308.8929691
1243	308.8794381
1244	308.8680793
1245	308.8572526
1246	308.8478388
1247	308.831876
1248	308.8137146
1249	308.800178
1250	308.7915021
1251	308.7776833
1252	308.7655652
1253	308.7546874
1254	308.7380041
1255	308.7210166
1256	308.7051711
1257	308.6921601
1258	308.6790734
1259	308.6704211
1260	308.6498887
1261	308.6305448
1262	308.6167489
1263	308.5941149
1264	308.5823157
1265	308.5693442
1266	308.5466117
1267	308.5370277
1268	308.5251464
1269	308.5137404
1270	308.5060982
1271	308.4919608
1272	308.4741964
1273	308.4615725
1274	308.4488437
1275	308.4399991
1276	308.4315867
1277	308.4177829
1278	308.3993699
1279	308.3904924
1280	308.3725507
1281	308.3606415
1282	308.3450703
1283	308.3327385
1284	308.323973
1285	308.316959
1286	308.2982531
1287	308.2859596
1288	308.2701532
1289	308.2573025
1290	308.2505475
1291	308.2365519
1292	308.2219188
1293	308.215696
1294	308.1990601
1295	308.182353
1296	308.1743574
1297	308.1604492
1298	308.1493919
1299	308.1371208
1300	308.1317153
1301	308.1200511
1302	308.0992998
1303	308.08448
1304	308.0691099
1305	308.0608228
1306	308.0549282
1307	308.0422685
1308	308.025893
1309	308.0062835
1310	307.9867255
1311	307.977082
1312	307.9596559
1313	307.932074
1314	307.9188582
1315	307.8975144
1316	307.8875047
1317	307.8719389
1318	307.8565417
1319	307.8467862
1320	307.8334605
1321	307.8155015
1322	307.7962346
1323	307.7822496
1324	307.7718247
1325	307.7601661
1326	307.7515721
1327	307.7343132
1328	307.7139919
1329	307.7009963
1330	307.6873198
1331	307.6720396
1332	307.6596696
1333	307.6404646
1334	307.6282751
1335	307.6068769
1336	307.5922479
1337	307.5789294
1338	307.5718492
1339	307.557802
1340	307.5391688
1341	307.5236823
1342	307.510316
1343	307.5000622
1344	307.4882214
1345	307.474277
1346	307.4627224
1347	307.4449658
1348	307.4317351
1349	307.4172084
1350	307.4038308
1351	307.3918576
1352	307.379535
1353	307.3710145
1354	307.3581613
1355	307.3396083
1356	307.3302863
1357	307.3217569
1358	307.3128037
1359	307.3055107
1360	307.2954124
1361	307.2711693
1362	307.2607216
1363	307.2461596
1364	307.2296606
1365	307.2242154
1366	307.2100938
1367	307.197963
1368	307.1845253
1369	307.1668329
1370	307.1558522
1371	307.1390432
1372	307.1179169
1373	307.1062275
1374	307.0929898
1375	307.0794724
1376	307.0619077
1377	307.0486169
1378	307.0363252
1379	307.0291611
1380	307.019053
1381	307.0029606
1382	306.980913
1383	306.970813
1384	306.9598225
1385	306.9506855
1386	306.932251
1387	306.9265336
1388	306.9045056
1389	306.8934309
1390	306.8841965
1391	306.8758487
1392	306.8669991
1393	306.8471654
1394	306.8345623
1395	306.8191036
1396	306.8092501
1397	306.7927135
1398	306.7809664
1399	306.7635733
1400	306.7533132
1401	306.7401186
1402	306.7320349
1403	306.7171027
1404	306.7051881
1405	306.6934055
1406	306.6788203
1407	306.6713935
1408	306.6523355
1409	306.6357026
1410	306.6206139
1411	306.6073262
1412	306.5857222
1413	306.5716391
1414	306.5643668
1415	306.544901
1416	306.5322621
1417	306.5185568
1418	306.5093402
1419	306.4964816
1420	306.4823492
1421	306.471723
1422	306.4596232
1423	306.4413045
1424	306.4302562
1425	306.4132039
1426	306.3963073
1427	306.377611
1428	306.368215
1429	306.3572753
1430	306.3519386
1431	306.33858
1432	306.329885
1433	306.315848
1434	306.299927
1435	306.2846287
1436	306.277762
1437	306.2671837
1438	306.2449589
1439	306.2292229
1440	306.2130452
1441	306.1978181
1442	306.187625
1443	306.1762847
1444	306.1666346
1445	306.1481616
1446	306.1358511
1447	306.1209366
1448	306.1129443
1449	306.0935972
1450	306.0783359
1451	306.0634269
1452	306.0426652
1453	306.026808
1454	306.0161747
1455	306.0061862
1456	305.997027
1457	305.985637
1458	305.9716068
1459	305.9617524
1460	305.9490126
1461	305.9343084
1462	305.9260259
1463	305.9144935
1464	305.9004174
1465	305.8791767
1466	305.8664002
1467	305.8504731
1468	305.8327252
1469	305.8244205
1470	305.8153521
1471	305.798467
1472	305.7857854
1473	305.7736266
1474	305.7657536
1475	305.7571606
1476	305.7414992
1477	305.7326676
1478	305.7221349
1479	305.7100319
1480	305.6927833
1481	305.681749
1482	305.6716107
1483	305.6562637
1484	305.6382646
1485	305.6234138
1486	305.6145283
1487	305.6032643
1488	305.5889523
1489	305.5847009
1490	305.5745532
1491	305.5612225
1492	305.5482374
1493	305.5311297
1494	305.5182206
1495	305.5046783
1496	305.4941874
1497	305.4764197
1498	305.4645857
1499	305.4478287
1500	305.4317911
1501	305.4185913
1502	305.3997337
1503	305.3841623
1504	305.3772927
1505	305.3683014
1506	305.3573364
1507	305.3416198
1508	305.3316916
1509	305.3148947
1510	305.3029582
1511	305.2859005
1512	305.2697481
1513	305.2559296
1514	305.2364829
1515	305.222293
1516	305.2093161
1517	305.1989758
1518	305.1826314
1519	305.1706872
1520	305.1582398
1521	305.1462017
1522	305.1396874
1523	305.1259195
1524	305.1166501
1525	305.0999575
1526	305.078558
1527	305.0708512
1528	305.0534444
1529	305.0343141
1530	305.0193544
1531	305.0069707
1532	304.9946554
1533	304.9812317
1534	304.968462
1535	304.9606757
1536	304.9457525
1537	304.9374583
1538	304.9232166
1539	304.9057667
1540	304.8968339
1541	304.8843546
1542	304.8777366
1543	304.8687345
1544	304.8489079
1545	304.8275346
1546	304.8214313
1547	304.8063103
1548	304.7960137
1549	304.77973
1550	304.7654248
1551	304.7564083
1552	304.7452674
1553	304.7282896
1554	304.7178709
1555	304.7072912
1556	304.6948309
1557	304.6847254
1558	304.6717184
1559	304.6491167
1560	304.6336062
1561	304.6215635
1562	304.6156783
1563	304.5993192
1564	304.5881445
1565	304.5795165
1566	304.562615
1567	304.5551119
1568	304.5442103
1569	304.5352818
1570	304.5197252
1571	304.4972473
1572	304.4869991
1573	304.4793038
1574	304.4603742
1575	304.4518219
1576	304.4435011
1577	304.4272284
1578	304.4133955
1579	304.3986543
1580	304.3891125
1581	304.3761701
1582	304.3674976
1583	304.3557052
1584	304.3413176
1585	304.3270165
1586	304.3073671
1587	304.2945596
1588	304.276568
1589	304.259606
1590	304.2505692
1591	304.234221
1592	304.2147213
1593	304.2025326
1594	304.1846435
1595	304.1693594
1596	304.1629369
1597	304.1502288
1598	304.1382317
1599	304.1174657
1600	304.1056762
1601	304.0921287
1602	304.0831545
1603	304.0610349
1604	304.0533659
1605	304.0419722
1606	304.0291718
1607	304.010241
1608	303.9933364
1609	303.9848779
1610	303.9764412
1611	303.9644883
1612	303.9521254
1613	303.942205
1614	303.9334968
1615	303.9242062
1616	303.9091308
1617	303.8943917
1618	303.8825319
1619	303.876835
1620	303.8620696
1621	303.8526198
1622	303.8377944
1623	303.8303049
1624	303.8192216
1625	303.8116481
1626	303.7991871
1627	303.7825002
1628	303.774427
1629	303.7647604
1630	303.7521136
1631	303.7368607
1632	303.7308818
1633	303.7139062
1634	303.7063972
1635	303.6966317
1636	303.6902809
1637	303.6808685
1638	303.6669387
1639	303.6499956
1640	303.6433769
1641	303.6260442
1642	303.6171156
1643	303.6058916
1644	303.5935302
1645	303.5794264
1646	303.5679576
1647	303.5633149
1648	303.5492788
1649	303.5293149
1650	303.5156263
1651	303.496897
1652	303.4812379
1653	303.4707084
1654	303.4585227
1655	303.4499207
1656	303.4356957
1657	303.4111033
1658	303.4013927
1659	303.3908803
1660	303.3747784
1661	303.3655249
1662	303.359384
1663	303.3464383
1664	303.3337335
1665	303.3189766
1666	303.3045822
1667	303.2776271
1668	303.2645764
1669	303.2568425
1670	303.2479021
1671	303.2337302
1672	303.2220939
1673	303.211678
1674	303.2022306
1675	303.1943386
1676	303.1795738
1677	303.1735856
1678	303.1633769
1679	303.1546035
1680	303.1368377
1681	303.1251029
1682	303.116542
